tournament_id,map_name,started,event_type,damage_causer_name,damage_reason,damage_type_category
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,WeapHK416_C,PelvisShot,Damage_Gun
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,WeapSKS_C,ArmShot,Damage_Gun
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,WeapMini14_C,TorsoShot,Damage_Gun
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,WeapMini14_C,TorsoShot,Damage_Gun
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,WeapFNFal_C,NonSpecific,Damage_Explosion_Vehicle
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,WeapMini14_C,PelvisShot,Damage_Gun
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,WeapSCAR-L_C,HeadShot,Damage_Gun
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,WeapHK416_C,TorsoShot,Damage_Gun
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,WeapSCAR-L_C,NonSpecific,Damage_Explosion_Vehicle
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,PlayerFemale_A_C,None,Damage_Groggy
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,WeapMini14_C,TorsoShot,Damage_Gun
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,WeapSKS_C,PelvisShot,Damage_Gun
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,WeapHK416_C,PelvisShot,Damage_Gun
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,PlayerFemale_A_C,None,Damage_Groggy
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,ProjGrenade_C,NonSpecific,Damage_Explosion_Grenade
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,WeapSCAR-L_C,PelvisShot,Damage_Gun
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,PlayerFemale_A_C,None,Damage_Groggy
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,WeapHK416_C,TorsoShot,Damage_Gun
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,PlayerFemale_A_C,None,Damage_Groggy
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,PlayerFemale_A_C,None,Damage_Groggy
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,WeapHK416_C,TorsoShot,Damage_Gun
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,PlayerFemale_A_C,None,Damage_Groggy
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,WeapSKS_C,PelvisShot,Damage_Gun
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,WeapMini14_C,HeadShot,Damage_Gun
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,WeapHK416_C,TorsoShot,Damage_Gun
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,PlayerFemale_A_C,None,Damage_Groggy
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,WeapFNFal_C,HeadShot,Damage_Gun
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,WeapFNFal_C,ArmShot,Damage_Gun
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,WeapMini14_C,HeadShot,Damage_Gun
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,ProjGrenade_C,NonSpecific,Damage_Explosion_Grenade
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,WeapFNFal_C,LegShot,Damage_Gun
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,ProjGrenade_C,NonSpecific,Damage_Explosion_Grenade
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,ProjGrenade_C,NonSpecific,Damage_Explosion_Grenade
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,WeapMini14_C,LegShot,Damage_Gun
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,WeapHK416_C,NonSpecific,Damage_Explosion_Vehicle
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,WeapFNFal_C,LegShot,Damage_Gun
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,PlayerMale_A_C,None,Damage_Groggy
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,WeapMini14_C,TorsoShot,Damage_Gun
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,WeapFNFal_C,TorsoShot,Damage_Gun
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,PlayerFemale_A_C,None,Damage_Groggy
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,WeapAK47_C,LegShot,Damage_Gun
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,WeapMini14_C,PelvisShot,Damage_Gun
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,WeapHK416_C,HeadShot,Damage_Gun
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,ProjGrenade_C,NonSpecific,Damage_Explosion_Grenade
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,WeapHK416_C,TorsoShot,Damage_Gun
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,PlayerFemale_A_C,None,Damage_Groggy
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,ProjGrenade_C,NonSpecific,Damage_Explosion_Grenade
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,PlayerFemale_A_C,None,Damage_Groggy
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,ProjGrenade_C,NonSpecific,Damage_Explosion_Grenade
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,WeapHK416_C,TorsoShot,Damage_Gun
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,WeapHK416_C,PelvisShot,Damage_Gun
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,WeapFNFal_C,PelvisShot,Damage_Gun
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,ProjGrenade_C,NonSpecific,Damage_Explosion_Grenade
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,WeapSKS_C,PelvisShot,Damage_Gun
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,ProjGrenade_C,NonSpecific,Damage_Explosion_Grenade
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,PlayerFemale_A_C,None,Damage_Groggy
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,PlayerFemale_A_C,None,Damage_Groggy
na-pgcgf,Erangel,2019-11-25T04:20:36.7136934Z,LogPlayerKill,WeapHK416_C,TorsoShot,Damage_Gun
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,WeapHK416_C,PelvisShot,Damage_Gun
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,WeapHK416_C,LegShot,Damage_Gun
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,WeapSKS_C,LegShot,Damage_Gun
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,WeapAK47_C,TorsoShot,Damage_Gun
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,WeapFNFal_C,TorsoShot,Damage_Gun
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,WeapSKS_C,HeadShot,Damage_Gun
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,WeapQBZ95_C,TorsoShot,Damage_Gun
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,PlayerFemale_A_C,None,Damage_Groggy
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,PlayerFemale_A_C,None,Damage_Groggy
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,PlayerFemale_A_C,None,Damage_Groggy
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,ProjGrenade_C,NonSpecific,Damage_Explosion_Grenade
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,WeapQBZ95_C,TorsoShot,Damage_Gun
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,PlayerFemale_A_C,None,Damage_Groggy
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,WeapQBU88_C,PelvisShot,Damage_Gun
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,WeapHK416_C,TorsoShot,Damage_Gun
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,BattleRoyaleModeController_Savage_C,NonSpecific,Damage_BlueZone
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,WeapQBZ95_C,HeadShot,Damage_Gun
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,PlayerFemale_A_C,None,Damage_Groggy
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,PlayerFemale_A_C,None,Damage_Groggy
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,PlayerFemale_A_C,None,Damage_Groggy
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,WeapHK416_C,TorsoShot,Damage_Gun
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,WeapHK416_C,TorsoShot,Damage_Gun
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,WeapHK416_C,TorsoShot,Damage_Gun
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,WeapQBU88_C,TorsoShot,Damage_Gun
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,PlayerFemale_A_C,None,Damage_Groggy
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,PlayerFemale_A_C,None,Damage_Groggy
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,WeapAK47_C,TorsoShot,Damage_Gun
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,WeapQBU88_C,TorsoShot,Damage_Gun
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,PlayerFemale_A_C,None,Damage_Groggy
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,WeapHK416_C,ArmShot,Damage_Gun
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,PlayerFemale_A_C,None,Damage_Groggy
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,WeapQBU88_C,PelvisShot,Damage_Gun
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,BattleRoyaleModeController_Savage_C,NonSpecific,Damage_BlueZone
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,PlayerFemale_A_C,None,Damage_Groggy
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,PlayerFemale_A_C,None,Damage_Groggy
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,PlayerFemale_A_C,None,Damage_Groggy
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,BattleRoyaleModeController_Savage_C,NonSpecific,Damage_BlueZone
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,WeapQBU88_C,LegShot,Damage_Gun
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,WeapQBU88_C,PelvisShot,Damage_Gun
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,PlayerFemale_A_C,None,Damage_Groggy
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,PlayerFemale_A_C,None,Damage_Groggy
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,BattleRoyaleModeController_Savage_C,NonSpecific,Damage_BlueZone
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,ProjGrenade_C,NonSpecific,Damage_Explosion_Grenade
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,WeapHK416_C,TorsoShot,Damage_Gun
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,WeapKar98k_C,TorsoShot,Damage_Gun
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,WeapHK416_C,LegShot,Damage_Gun
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,PlayerFemale_A_C,None,Damage_Groggy
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,PlayerFemale_A_C,None,Damage_Groggy
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,PlayerFemale_A_C,None,Damage_Groggy
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,BattleRoyaleModeController_Savage_C,NonSpecific,Damage_BlueZone
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,WeapKar98k_C,HeadShot,Damage_Gun
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,ProjGrenade_C,NonSpecific,Damage_Explosion_Grenade
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,WeapHK416_C,TorsoShot,Damage_Gun
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,WeapQBU88_C,PelvisShot,Damage_Gun
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,WeapHK416_C,TorsoShot,Damage_Gun
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,WeapQBZ95_C,TorsoShot,Damage_Gun
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,PlayerFemale_A_C,None,Damage_Groggy
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,WeapQBZ95_C,LegShot,Damage_Gun
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,WeapQBZ95_C,TorsoShot,Damage_Gun
na-pgcgf,Sanhok,2019-11-25T03:36:37.3223522Z,LogPlayerKill,WeapQBZ95_C,TorsoShot,Damage_Gun
na-pgcgf,Miramar,2019-11-25T02:48:58.4135283Z,LogPlayerKill,WeapMini14_C,TorsoShot,Damage_Gun
na-pgcgf,Miramar,2019-11-25T02:48:58.4135283Z,LogPlayerKill,WeapHK416_C,TorsoShot,Damage_Gun
na-pgcgf,Miramar,2019-11-25T02:48:58.4135283Z,LogPlayerKill,WeapMini14_C,LegShot,Damage_Gun
na-pgcgf,Miramar,2019-11-25T02:48:58.4135283Z,LogPlayerKill,WeapHK416_C,ArmShot,Damage_Gun
na-pgcgf,Miramar,2019-11-25T02:48:58.4135283Z,LogPlayerKill,WeapHK416_C,TorsoShot,Damage_Gun
na-pgcgf,Miramar,2019-11-25T02:48:58.4135283Z,LogPlayerKill,WeapMini14_C,LegShot,Damage_Gun
na-pgcgf,Miramar,2019-11-25T02:48:58.4135283Z,LogPlayerKill,WeapMini14_C,PelvisShot,Damage_Gun
na-pgcgf,Miramar,2019-11-25T02:48:58.4135283Z,LogPlayerKill,WeapFNFal_C,HeadShot,Damage_Gun
na-pgcgf,Miramar,2019-11-25T02:48:58.4135283Z,LogPlayerKill,WeapFNFal_C,HeadShot,Damage_Gun
na-pgcgf,Miramar,2019-11-25T02:48:58.4135283Z,LogPlayerKill,WeapHK416_C,TorsoShot,Damage_Gun
na-pgcgf,Miramar,2019-11-25T02:48:58.4135283Z,LogPlayerKill,WeapHK416_C,PelvisShot,Damage_Gun
na-pgcgf,Miramar,2019-11-25T02:48:58.4135283Z,LogPlayerKill,WeapHK416_C,HeadShot,Damage_Gun
na-pgcgf,Miramar,2019-11-25T02:48:58.4135283Z,LogPlayerKill,PlayerFemale_A_C,None,Damage_Groggy
na-pgcgf,Miramar,2019-11-25T02:48:58.4135283Z,LogPlayerKill,WeapHK416_C,NonSpecific,Damage_Explosion_Vehicle
na-pgcgf,Miramar,2019-11-25T02:48:58.4135283Z,LogPlayerKill,WeapMini14_C,TorsoShot,Damage_Gun
na-pgcgf,Miramar,2019-11-25T02:48:58.4135283Z,LogPlayerKill,WeapMini14_C,HeadShot,Damage_Gun
na-pgcgf,Miramar,2019-11-25T02:48:58.4135283Z,LogPlayerKill,ProjGrenade_C,NonSpecific,Damage_Explosion_Grenade
na-pgcgf,Miramar,2019-11-25T02:48:58.4135283Z,LogPlayerKill,WeapFNFal_C,TorsoShot,Damage_Gun
na-pgcgf,Miramar,2019-11-25T02:48:58.4135283Z,LogPlayerKill,WeapHK416_C,TorsoShot,Damage_Gun
na-pgcgf,Miramar,2019-11-25T02:48:58.4135283Z,LogPlayerKill,WeapHK416_C,HeadShot,Damage_Gun
na-pgcgf,Miramar,2019-11-25T02:48:58.4135283Z,LogPlayerKill,PlayerFemale_A_C,None,Damage_Groggy
na-pgcgf,Miramar,2019-11-25T02:48:58.4135283Z,LogPlayerKill,WeapHK416_C,TorsoShot,Damage_Gun
na-pgcgf,Miramar,2019-11-25T02:48:58.4135283Z,LogPlayerKill,WeapFNFal_C,TorsoShot,Damage_Gun
na-pgcgf,Miramar,2019-11-25T02:48:58.4135283Z,LogPlayerKill,ProjGrenade_C,NonSpecific,Damage_Explosion_Grenade
na-pgcgf,Miramar,2019-11-25T02:48:58.4135283Z,LogPlayerKill,WeapFNFal_C,HeadShot,Damage_Gun
na-pgcgf,Miramar,2019-11-25T02:48:58.4135283Z,LogPlayerKill,WeapHK416_C,TorsoShot,Damage_Gun
na-pgcgf,Miramar,2019-11-25T02:48:58.4135283Z,LogPlayerKill,WeapHK416_C,TorsoShot,Damage_Gun
na-pgcgf,Miramar,2019-11-25T02:48:58.4135283Z,LogPlayerKill,PlayerFemale_A_C,None,Damage_Groggy
na-pgcgf,Miramar,2019-11-25T02:48:58.4135283Z,LogPlayerKill,WeapHK416_C,TorsoShot,Damage_Gun
na-pgcgf,Miramar,2019-11-25T02:48:58.4135283Z,LogPlayerKill,PlayerFemale_A_C,None,Damage_Groggy
